"point"	"massif"	"abondance"	"rs"	"ST"	"Hdom"	"essence"	"sHdom"	"sST"
"Reno_Valdieu_167"	"Reno_Valdieu"	18	17	33	38	"CHE"	1.14055792535707	0.743710599216848
"Reno_Valdieu_168"	"Reno_Valdieu"	11	13	20	25	"CHE"	-0.375374530993184	-0.780172273837169
"Reno_Valdieu_169"	"Reno_Valdieu"	11	11	20	25	"CHE"	-0.375374530993184	-0.780172273837169
"Reno_Valdieu_17"	"Reno_Valdieu"	17	20	17	35	"CHE"	0.790727358507014	-1.13183755223425
"Reno_Valdieu_170"	"Reno_Valdieu"	13	12	20	25	"CHE"	-0.375374530993184	-0.780172273837169
"Reno_Valdieu_177"	"Reno_Valdieu"	18	17	15	35	"CHE"	0.790727358507014	-1.36628107116564
"Reno_Valdieu_178"	"Reno_Valdieu"	13	17	15	35	"CHE"	0.790727358507014	-1.36628107116564
"Reno_Valdieu_18"	"Reno_Valdieu"	22	22	17	35	"CHE"	0.790727358507014	-1.13183755223425
"Reno_Valdieu_180"	"Reno_Valdieu"	20	18	23	36	"CHE"	0.907337547457034	-0.428506995440088
"Reno_Valdieu_181"	"Reno_Valdieu"	13	13	23	36	"CHE"	0.907337547457034	-0.428506995440088
"Reno_Valdieu_182"	"Reno_Valdieu"	13	7	25	25	"CHE"	-0.375374530993184	-0.194063476508701
"Reno_Valdieu_183"	"Reno_Valdieu"	13	11	25	25	"CHE"	-0.375374530993184	-0.194063476508701
"Reno_Valdieu_184"	"Reno_Valdieu"	10	10	24	26	"CHE"	-0.258764342043164	-0.311285235974394
"Reno_Valdieu_185"	"Reno_Valdieu"	11	14	24	26	"CHE"	-0.258764342043164	-0.311285235974394
"Reno_Valdieu_19"	"Reno_Valdieu"	18	18	30	34	"CHE"	0.674117169556995	0.392045320819767
"Reno_Valdieu_195"	"Reno_Valdieu"	18	19	11	38	"CHE"	1.14055792535707	-1.83516810902841
"Reno_Valdieu_196"	"Reno_Valdieu"	22	19	11	38	"CHE"	1.14055792535707	-1.83516810902841
"Reno_Valdieu_197"	"Reno_Valdieu"	7	12	28	23	"PS"	-0.608594908893224	0.15760180188838
"Reno_Valdieu_198"	"Reno_Valdieu"	18	15	21	34	"CHE"	0.674117169556995	-0.662950514371475
"Reno_Valdieu_199"	"Reno_Valdieu"	17	16	21	34	"CHE"	0.674117169556995	-0.662950514371475
"Reno_Valdieu_2"	"Reno_Valdieu"	19	16	32	40	"CHE"	1.37377830325711	0.626488839751154
"Reno_Valdieu_20"	"Reno_Valdieu"	20	18	30	34	"CHE"	0.674117169556995	0.392045320819767
"Reno_Valdieu_200"	"Reno_Valdieu"	19	19	21	34	"CHE"	0.674117169556995	-0.662950514371475
"Reno_Valdieu_203"	"Reno_Valdieu"	17	16	12	36	"CHE"	0.907337547457034	-1.71794634956272
"Reno_Valdieu_215"	"Reno_Valdieu"	15	17	32	36	"CHE"	0.907337547457034	0.626488839751154
"Reno_Valdieu_218"	"Reno_Valdieu"	16	16	29	37	"CHE"	1.02394773640705	0.274823561354073
"Reno_Valdieu_219"	"Reno_Valdieu"	20	18	29	37	"CHE"	1.02394773640705	0.274823561354073
"Reno_Valdieu_220"	"Reno_Valdieu"	21	18	29	37	"CHE"	1.02394773640705	0.274823561354073
"Reno_Valdieu_222"	"Reno_Valdieu"	18	17	29	37	"CHE"	1.02394773640705	0.274823561354073
"Reno_Valdieu_234"	"Reno_Valdieu"	20	19	22	37	"CHE"	1.02394773640705	-0.545728754905782
"Reno_Valdieu_235"	"Reno_Valdieu"	16	18	22	37	"CHE"	1.02394773640705	-0.545728754905782
"Reno_Valdieu_236"	"Reno_Valdieu"	17	17	22	37	"CHE"	1.02394773640705	-0.545728754905782
"Reno_Valdieu_243"	"Reno_Valdieu"	12	11	21	32	"CHE"	0.440896791656955	-0.662950514371475
"Reno_Valdieu_244"	"Reno_Valdieu"	15	17	37	39	"CHE"	1.25716811430709	1.21259763707962
"Reno_Valdieu_245"	"Reno_Valdieu"	19	16	37	39	"CHE"	1.25716811430709	1.21259763707962
"Reno_Valdieu_246"	"Reno_Valdieu"	22	15	37	39	"CHE"	1.25716811430709	1.21259763707962
"Reno_Valdieu_247"	"Reno_Valdieu"	24	17	32	36	"CHE"	0.907337547457034	0.626488839751154
"Reno_Valdieu_252"	"Reno_Valdieu"	17	13	35	38	"CHE"	1.14055792535707	0.978154118148235
"Reno_Valdieu_253"	"Reno_Valdieu"	15	11	35	38	"CHE"	1.14055792535707	0.978154118148235
"Reno_Valdieu_254"	"Reno_Valdieu"	17	12	35	37	"CHE"	1.02394773640705	0.978154118148235
"Reno_Valdieu_255"	"Reno_Valdieu"	17	17	35	37	"CHE"	1.02394773640705	0.978154118148235
"Reno_Valdieu_259"	"Reno_Valdieu"	17	18	34	38	"CHE"	1.14055792535707	0.860932358682541
"Reno_Valdieu_260"	"Reno_Valdieu"	18	17	30	37	"CHE"	1.02394773640705	0.392045320819767
"Reno_Valdieu_261"	"Reno_Valdieu"	21	16	30	37	"CHE"	1.02394773640705	0.392045320819767
"Reno_Valdieu_262"	"Reno_Valdieu"	24	21	30	37	"CHE"	1.02394773640705	0.392045320819767
"Reno_Valdieu_264"	"Reno_Valdieu"	16	15	30	34	"CHE"	0.674117169556995	0.392045320819767
"Reno_Valdieu_265"	"Reno_Valdieu"	18	16	30	34	"CHE"	0.674117169556995	0.392045320819767
"Reno_Valdieu_28"	"Reno_Valdieu"	22	15	30	41	"CHE"	1.49038849220713	0.392045320819767
"Reno_Valdieu_29"	"Reno_Valdieu"	17	17	30	41	"CHE"	1.49038849220713	0.392045320819767
"Reno_Valdieu_30"	"Reno_Valdieu"	21	14	28	40	"CHE"	1.37377830325711	0.15760180188838
"Reno_Valdieu_31"	"Reno_Valdieu"	16	17	28	40	"CHE"	1.37377830325711	0.15760180188838
"Reno_Valdieu_32"	"Reno_Valdieu"	15	16	14	39	"CHE"	1.25716811430709	-1.48350283063133
"Reno_Valdieu_33"	"Reno_Valdieu"	15	14	32	37	"CHE"	1.02394773640705	0.626488839751154
"Reno_Valdieu_34"	"Reno_Valdieu"	17	19	24	36	"CHE"	0.907337547457034	-0.311285235974394
"Reno_Valdieu_35"	"Reno_Valdieu"	18	16	24	36	"CHE"	0.907337547457034	-0.311285235974394
"Reno_Valdieu_36"	"Reno_Valdieu"	14	13	25	33	"CHE"	0.557506980606975	-0.194063476508701
"Reno_Valdieu_37"	"Reno_Valdieu"	14	12	25	33	"CHE"	0.557506980606975	-0.194063476508701
"Reno_Valdieu_50"	"Reno_Valdieu"	15	16	28	31	"CHE"	0.324286602706935	0.15760180188838
"Reno_Valdieu_51"	"Reno_Valdieu"	12	14	28	31	"CHE"	0.324286602706935	0.15760180188838
"Reno_Valdieu_52"	"Reno_Valdieu"	13	11	33	36	"CHE"	0.907337547457034	0.743710599216848
"Reno_Valdieu_53"	"Reno_Valdieu"	16	14	33	36	"CHE"	0.907337547457034	0.743710599216848
"Reno_Valdieu_54"	"Reno_Valdieu"	13	13	23	32	"CHE"	0.440896791656955	-0.428506995440088
"Reno_Valdieu_55"	"Reno_Valdieu"	9	10	23	32	"CHE"	0.440896791656955	-0.428506995440088
"Reno_Valdieu_57"	"Reno_Valdieu"	20	20	10	35	"CHE"	0.790727358507014	-1.9523898684941
"Reno_Valdieu_58"	"Reno_Valdieu"	16	15	23	29	"CHE"	0.0910662248068954	-0.428506995440088
"Reno_Valdieu_59"	"Reno_Valdieu"	13	13	23	29	"CHE"	0.0910662248068954	-0.428506995440088
"Reno_Valdieu_6"	"Reno_Valdieu"	14	18	27	30	"CHE"	0.207676413756915	0.0403800424226862
"Reno_Valdieu_60"	"Reno_Valdieu"	18	14	23	29	"CHE"	0.0910662248068954	-0.428506995440088
"Reno_Valdieu_7"	"Reno_Valdieu"	22	14	27	30	"CHE"	0.207676413756915	0.0403800424226862
"Reno_Valdieu_75"	"Reno_Valdieu"	17	14	20	34	"CHE"	0.674117169556995	-0.780172273837169
"Reno_Valdieu_76"	"Reno_Valdieu"	14	17	32	38	"CHE"	1.14055792535707	0.626488839751154
"Reno_Valdieu_77"	"Reno_Valdieu"	15	16	32	38	"CHE"	1.14055792535707	0.626488839751154
"Reno_Valdieu_78"	"Reno_Valdieu"	19	15	32	38	"CHE"	1.14055792535707	0.626488839751154
"Reno_Valdieu_79"	"Reno_Valdieu"	15	15	23	25	"CHE"	-0.375374530993184	-0.428506995440088
"Reno_Valdieu_8"	"Reno_Valdieu"	20	14	27	30	"CHE"	0.207676413756915	0.0403800424226862
"Reno_Valdieu_81"	"Reno_Valdieu"	8	10	28	27	"CHE"	-0.142154153093144	0.15760180188838
"Reno_Valdieu_82"	"Reno_Valdieu"	14	11	28	27	"CHE"	-0.142154153093144	0.15760180188838
"Reno_Valdieu_83"	"Reno_Valdieu"	4	4	20	22	"CHE"	-0.725205097843244	-0.780172273837169
"Reno_Valdieu_84"	"Reno_Valdieu"	19	12	14	39	"CHE"	1.25716811430709	-1.48350283063133
"Reno_Valdieu_85"	"Reno_Valdieu"	10	13	24	29	"CHE"	0.0910662248068954	-0.311285235974394
"Reno_Valdieu_86"	"Reno_Valdieu"	8	13	23	28	"CHE"	-0.0255439641431245	-0.428506995440088
"Reno_Valdieu_87"	"Reno_Valdieu"	12	14	23	28	"CHE"	-0.0255439641431245	-0.428506995440088
